instance,reached_goal,optimal_plan,optimal_length,actual_plan,actual_length,total_nodes_expanded,total_edges_expanded
"instance-433","True","['unstack(b:default,d:default)', 'put-down(b:default)', 'unstack(d:default,a:default)', 'stack(d:default,b:default)']","4","['unstack(b:default,d:default)', 'put-down(b:default)', 'unstack(d:default,a:default)', 'stack(d:default,b:default)']","4","5","5"
"3_instance-95","False","['unstack(a:default,c:default)', 'put-down(a:default)', 'unstack(c:default,b:default)', 'put-down(c:default)', 'pick-up(b:default)', 'stack(b:default,c:default)', 'pick-up(a:default)', 'stack(a:default,b:default)']","8","['unstack(a:default,c:default)', 'put-down(a:default)']","2","4","5"
"instance-33","False","['unstack(b:default,a:default)', 'put-down(b:default)', 'unstack(a:default,c:default)', 'put-down(a:default)', 'pick-up(d:default)', 'stack(d:default,c:default)', 'pick-up(b:default)', 'stack(b:default,d:default)', 'pick-up(a:default)', 'stack(a:default,b:default)']","10","['unstack(b:default,a:default)', 'stack(b:default,d:default)', 'unstack(a:default,c:default)', 'stack(a:default,b:default)']","4","6","6"
"instance-405","False","['unstack(c:default,d:default)', 'put-down(c:default)', 'unstack(d:default,a:default)', 'put-down(d:default)', 'pick-up(b:default)', 'stack(b:default,a:default)', 'pick-up(c:default)', 'stack(c:default,b:default)']","8","['unstack(c:default,d:default)', 'stack(c:default,b:default)', 'unstack(d:default,a:default)', 'put-down(d:default)']","4","5","5"
"instance-253","True","['unstack(b:default,d:default)', 'put-down(b:default)', 'pick-up(c:default)', 'stack(c:default,d:default)', 'pick-up(b:default)', 'stack(b:default,c:default)']","6","['unstack(b:default,d:default)', 'put-down(b:default)', 'pick-up(c:default)', 'stack(c:default,d:default)', 'pick-up(b:default)', 'stack(b:default,c:default)']","6","8","8"
"3_instance-68","True","['unstack(a:default,b:default)', 'put-down(a:default)', 'pick-up(c:default)', 'stack(c:default,b:default)', 'pick-up(a:default)', 'stack(a:default,c:default)']","6","['unstack(a:default,b:default)', 'put-down(a:default)', 'pick-up(c:default)', 'stack(c:default,b:default)', 'pick-up(a:default)', 'stack(a:default,c:default)']","6","8","8"
"instance-254","True","['unstack(d:default,a:default)', 'put-down(d:default)', 'unstack(a:default,b:default)', 'stack(a:default,c:default)', 'pick-up(d:default)', 'stack(d:default,b:default)']","6","['unstack(d:default,a:default)', 'put-down(d:default)', 'unstack(a:default,b:default)', 'stack(a:default,c:default)', 'pick-up(d:default)', 'stack(d:default,b:default)']","6","8","8"
"instance-3","True","['unstack(b:default,c:default)', 'put-down(b:default)', 'unstack(c:default,d:default)', 'put-down(c:default)', 'unstack(d:default,a:default)', 'stack(d:default,b:default)', 'pick-up(a:default)', 'stack(a:default,c:default)', 'unstack(d:default,b:default)', 'stack(d:default,a:default)']","10","['unstack(b:default,c:default)', 'put-down(b:default)', 'unstack(c:default,d:default)', 'put-down(c:default)', 'unstack(d:default,a:default)', 'put-down(d:default)', 'pick-up(a:default)', 'stack(a:default,c:default)', 'pick-up(d:default)', 'stack(d:default,a:default)']","10","11","11"
"instance-402","False","['unstack(c:default,d:default)', 'put-down(c:default)', 'unstack(d:default,b:default)', 'put-down(d:default)', 'unstack(b:default,a:default)', 'stack(b:default,c:default)', 'pick-up(a:default)', 'stack(a:default,d:default)', 'unstack(b:default,c:default)', 'stack(b:default,a:default)']","10","['unstack(c:default,d:default)', 'put-down(c:default)', 'unstack(d:default,b:default)', 'put-down(d:default)', 'unstack(b:default,a:default)', 'put-down(b:default)', 'pick-up(d:default)', 'stack(d:default,a:default)']","8","9","10"
"3_instance-50","True","['unstack(a:default,c:default)', 'put-down(a:default)', 'unstack(c:default,b:default)', 'put-down(c:default)', 'pick-up(b:default)', 'stack(b:default,a:default)']","6","['unstack(a:default,c:default)', 'put-down(a:default)', 'unstack(c:default,b:default)', 'put-down(c:default)', 'pick-up(b:default)', 'stack(b:default,a:default)']","6","7","6"
"instance-56","True","['unstack(a:default,d:default)', 'stack(a:default,c:default)', 'pick-up(b:default)', 'stack(b:default,d:default)', 'unstack(a:default,c:default)', 'stack(a:default,b:default)']","6","['unstack(a:default,d:default)', 'put-down(a:default)', 'pick-up(b:default)', 'stack(b:default,d:default)', 'pick-up(a:default)', 'stack(a:default,b:default)']","6","8","8"
"instance-456","False","['unstack(a:default,e:default)', 'put-down(a:default)', 'unstack(e:default,d:default)', 'stack(e:default,a:default)', 'unstack(c:default,b:default)', 'put-down(c:default)', 'pick-up(b:default)', 'stack(b:default,c:default)', 'pick-up(d:default)', 'stack(d:default,b:default)']","10","['unstack(a:default,e:default)', 'put-down(a:default)', 'unstack(e:default,d:default)', 'stack(e:default,a:default)']","4","8","10"
"instance-238","False","['unstack(d:default,a:default)', 'stack(d:default,b:default)', 'unstack(a:default,c:default)', 'put-down(a:default)', 'unstack(d:default,b:default)', 'stack(d:default,a:default)', 'pick-up(b:default)', 'stack(b:default,c:default)']","8","[]","0","3","4"
"instance-51","True","['unstack(d:default,b:default)', 'put-down(d:default)', 'unstack(a:default,c:default)', 'put-down(a:default)', 'pick-up(c:default)', 'stack(c:default,d:default)', 'pick-up(b:default)', 'stack(b:default,c:default)', 'pick-up(a:default)', 'stack(a:default,b:default)']","10","['unstack(d:default,b:default)', 'put-down(d:default)', 'unstack(a:default,c:default)', 'put-down(a:default)', 'pick-up(c:default)', 'stack(c:default,d:default)', 'pick-up(b:default)', 'stack(b:default,c:default)', 'pick-up(a:default)', 'stack(a:default,b:default)']","10","11","11"
"instance-451","False","['pick-up(e:default)', 'stack(e:default,c:default)', 'unstack(b:default,a:default)', 'stack(b:default,e:default)', 'pick-up(d:default)', 'stack(d:default,a:default)']","6","['unstack(b:default,a:default)', 'stack(b:default,e:default)', 'pick-up(d:default)', 'stack(d:default,a:default)']","4","6","6"
"instance-93","False","['unstack(c:default,a:default)', 'put-down(c:default)', 'unstack(a:default,d:default)', 'put-down(a:default)', 'pick-up(c:default)', 'stack(c:default,a:default)', 'unstack(d:default,b:default)', 'stack(d:default,c:default)']","8","[]","0","2","2"
"3_instance-35","False","['unstack(c:default,b:default)', 'put-down(c:default)', 'unstack(b:default,a:default)', 'put-down(b:default)', 'pick-up(a:default)', 'stack(a:default,c:default)', 'pick-up(b:default)', 'stack(b:default,a:default)']","8","['unstack(c:default,b:default)', 'put-down(c:default)', 'unstack(b:default,a:default)', 'put-down(b:default)', 'pick-up(c:default)', 'stack(c:default,a:default)']","6","7","8"
"instance-231","False","['unstack(c:default,d:default)', 'put-down(c:default)', 'unstack(d:default,a:default)', 'stack(d:default,c:default)', 'unstack(a:default,b:default)', 'put-down(a:default)', 'pick-up(b:default)', 'stack(b:default,d:default)', 'pick-up(a:default)', 'stack(a:default,b:default)']","10","[]","0","2","2"
"instance-58","True","['unstack(a:default,b:default)', 'put-down(a:default)', 'unstack(b:default,d:default)', 'put-down(b:default)', 'unstack(d:default,c:default)', 'stack(d:default,a:default)']","6","['unstack(a:default,b:default)', 'put-down(a:default)', 'unstack(b:default,d:default)', 'put-down(b:default)', 'unstack(d:default,c:default)', 'stack(d:default,a:default)']","6","7","6"
"instance-467","True","['unstack(d:default,e:default)', 'put-down(d:default)', 'unstack(e:default,b:default)', 'stack(e:default,a:default)', 'unstack(b:default,c:default)', 'put-down(b:default)', 'pick-up(c:default)', 'stack(c:default,d:default)']","8","['unstack(d:default,e:default)', 'put-down(d:default)', 'unstack(e:default,b:default)', 'stack(e:default,a:default)', 'unstack(b:default,c:default)', 'put-down(b:default)', 'pick-up(c:default)', 'stack(c:default,d:default)']","8","9","9"
"instance-60","True","['unstack(d:default,c:default)', 'put-down(d:default)', 'unstack(c:default,a:default)', 'put-down(c:default)', 'pick-up(a:default)', 'stack(a:default,c:default)', 'pick-up(b:default)', 'stack(b:default,a:default)']","8","['unstack(d:default,c:default)', 'put-down(d:default)', 'unstack(c:default,a:default)', 'put-down(c:default)', 'pick-up(a:default)', 'stack(a:default,c:default)', 'pick-up(b:default)', 'stack(b:default,a:default)']","8","9","8"
"instance-494","True","['pick-up(d:default)', 'stack(d:default,c:default)', 'pick-up(e:default)', 'stack(e:default,a:default)']","4","['unstack(c:default,b:default)', 'put-down(c:default)', 'pick-up(d:default)', 'stack(d:default,c:default)', 'pick-up(e:default)', 'stack(e:default,a:default)']","6","7","6"
"instance-236","True","['pick-up(c:default)', 'stack(c:default,b:default)', 'pick-up(d:default)', 'stack(d:default,c:default)']","4","['pick-up(c:default)', 'stack(c:default,b:default)', 'pick-up(d:default)', 'stack(d:default,c:default)']","4","6","6"
"instance-2","True","['unstack(d:default,c:default)', 'put-down(d:default)', 'pick-up(c:default)', 'stack(c:default,a:default)']","4","['unstack(a:default,b:default)', 'put-down(a:default)', 'unstack(d:default,c:default)', 'put-down(d:default)', 'pick-up(c:default)', 'stack(c:default,a:default)']","6","7","6"
"3_instance-69","True","['unstack(b:default,c:default)', 'put-down(b:default)', 'pick-up(c:default)', 'stack(c:default,a:default)', 'pick-up(b:default)', 'stack(b:default,c:default)']","6","['unstack(b:default,c:default)', 'put-down(b:default)', 'pick-up(c:default)', 'stack(c:default,a:default)', 'pick-up(b:default)', 'stack(b:default,c:default)']","6","7","6"
"instance-5","True","['pick-up(d:default)', 'stack(d:default,c:default)']","2","['unstack(c:default,b:default)', 'put-down(c:default)', 'pick-up(d:default)', 'stack(d:default,c:default)']","4","5","4"
"instance-404","True","['unstack(a:default,c:default)', 'stack(a:default,d:default)', 'pick-up(b:default)', 'stack(b:default,a:default)']","4","['unstack(a:default,c:default)', 'stack(a:default,d:default)', 'pick-up(b:default)', 'stack(b:default,a:default)']","4","5","4"
"3_instance-56","False","['unstack(b:default,a:default)', 'put-down(b:default)', 'unstack(a:default,c:default)', 'stack(a:default,b:default)']","4","[]","0","2","2"
"instance-290","True","['unstack(a:default,d:default)', 'stack(a:default,c:default)', 'pick-up(b:default)', 'stack(b:default,d:default)']","4","['unstack(a:default,d:default)', 'stack(a:default,c:default)', 'pick-up(b:default)', 'stack(b:default,d:default)']","4","5","4"
"instance-264","False","['unstack(b:default,d:default)', 'put-down(b:default)', 'unstack(d:default,c:default)', 'stack(d:default,b:default)', 'pick-up(a:default)', 'stack(a:default,c:default)', 'unstack(d:default,b:default)', 'stack(d:default,a:default)', 'pick-up(b:default)', 'stack(b:default,d:default)']","10","[]","0","2","2"
"instance-432","False","['unstack(a:default,c:default)', 'put-down(a:default)', 'unstack(b:default,d:default)', 'stack(b:default,a:default)', 'pick-up(c:default)', 'stack(c:default,d:default)']","6","['unstack(b:default,d:default)', 'stack(b:default,a:default)']","2","4","4"
"3_instance-60","True","['unstack(a:default,c:default)', 'stack(a:default,b:default)', 'pick-up(c:default)', 'stack(c:default,a:default)']","4","['unstack(a:default,c:default)', 'stack(a:default,b:default)', 'pick-up(c:default)', 'stack(c:default,a:default)']","4","5","4"
"3_instance-94","True","['unstack(a:default,b:default)', 'put-down(a:default)', 'pick-up(c:default)', 'stack(c:default,a:default)', 'pick-up(b:default)', 'stack(b:default,c:default)']","6","['unstack(a:default,b:default)', 'put-down(a:default)', 'pick-up(c:default)', 'stack(c:default,a:default)', 'pick-up(b:default)', 'stack(b:default,c:default)']","6","7","6"
"instance-32","True","['unstack(a:default,d:default)', 'put-down(a:default)', 'pick-up(d:default)', 'stack(d:default,c:default)', 'pick-up(a:default)', 'stack(a:default,d:default)']","6","['unstack(c:default,b:default)', 'put-down(c:default)', 'unstack(a:default,d:default)', 'put-down(a:default)', 'pick-up(d:default)', 'stack(d:default,c:default)', 'pick-up(a:default)', 'stack(a:default,d:default)']","8","9","9"
"instance-435","False","['unstack(a:default,b:default)', 'put-down(a:default)', 'unstack(b:default,c:default)', 'put-down(b:default)', 'unstack(c:default,d:default)', 'stack(c:default,b:default)', 'pick-up(a:default)', 'stack(a:default,d:default)', 'unstack(c:default,b:default)', 'stack(c:default,a:default)']","10","[]","0","2","2"
"instance-297","True","['unstack(d:default,a:default)', 'put-down(d:default)', 'pick-up(a:default)', 'stack(a:default,b:default)']","4","['unstack(d:default,a:default)', 'put-down(d:default)', 'pick-up(a:default)', 'stack(a:default,b:default)']","4","5","4"
"3_instance-58","True","['unstack(b:default,a:default)', 'put-down(b:default)', 'pick-up(c:default)', 'stack(c:default,a:default)']","4","['unstack(b:default,a:default)', 'put-down(b:default)', 'pick-up(c:default)', 'stack(c:default,a:default)']","4","5","4"
"3_instance-93","True","['pick-up(c:default)', 'stack(c:default,a:default)']","2","['pick-up(c:default)', 'stack(c:default,a:default)']","2","3","2"
"3_instance-67","True","['unstack(a:default,c:default)', 'put-down(a:default)', 'pick-up(b:default)', 'stack(b:default,c:default)']","4","['unstack(a:default,c:default)', 'put-down(a:default)', 'pick-up(b:default)', 'stack(b:default,c:default)']","4","5","4"
"instance-61","True","['pick-up(a:default)', 'stack(a:default,d:default)', 'pick-up(c:default)', 'stack(c:default,a:default)']","4","['unstack(d:default,b:default)', 'put-down(d:default)', 'pick-up(a:default)', 'stack(a:default,d:default)', 'pick-up(c:default)', 'stack(c:default,a:default)']","6","8","9"
"instance-208","True","['unstack(d:default,c:default)', 'put-down(d:default)', 'unstack(c:default,a:default)', 'put-down(c:default)', 'pick-up(d:default)', 'stack(d:default,a:default)']","6","['unstack(d:default,c:default)', 'put-down(d:default)', 'unstack(c:default,a:default)', 'put-down(c:default)', 'pick-up(d:default)', 'stack(d:default,a:default)']","6","7","6"
"3_instance-33","True","['pick-up(c:default)', 'stack(c:default,a:default)']","2","['unstack(a:default,b:default)', 'put-down(a:default)', 'pick-up(c:default)', 'stack(c:default,a:default)']","4","6","7"
"instance-461","True","['unstack(e:default,d:default)', 'put-down(e:default)', 'unstack(d:default,b:default)', 'stack(d:default,e:default)', 'pick-up(b:default)', 'stack(b:default,a:default)']","6","['unstack(a:default,c:default)', 'put-down(a:default)', 'unstack(e:default,d:default)', 'put-down(e:default)', 'unstack(d:default,b:default)', 'stack(d:default,e:default)', 'pick-up(b:default)', 'stack(b:default,a:default)']","8","10","10"
"instance-237","False","['unstack(b:default,a:default)', 'put-down(b:default)', 'pick-up(a:default)', 'stack(a:default,b:default)', 'unstack(c:default,d:default)', 'stack(c:default,a:default)']","6","[]","0","2","2"
"instance-492","False","['unstack(c:default,b:default)', 'put-down(c:default)', 'unstack(d:default,a:default)', 'put-down(d:default)', 'pick-up(a:default)', 'stack(a:default,c:default)', 'pick-up(b:default)', 'stack(b:default,a:default)', 'pick-up(e:default)', 'stack(e:default,b:default)', 'pick-up(d:default)', 'stack(d:default,e:default)']","12","['unstack(c:default,b:default)', 'put-down(c:default)', 'pick-up(e:default)', 'stack(e:default,b:default)', 'unstack(d:default,a:default)', 'stack(d:default,e:default)', 'pick-up(a:default)', 'stack(a:default,c:default)']","8","10","11"
"instance-59","True","['unstack(b:default,a:default)', 'stack(b:default,c:default)', 'pick-up(d:default)', 'stack(d:default,a:default)', 'unstack(b:default,c:default)', 'stack(b:default,d:default)']","6","['unstack(b:default,a:default)', 'put-down(b:default)', 'pick-up(d:default)', 'stack(d:default,a:default)', 'pick-up(b:default)', 'stack(b:default,d:default)']","6","7","6"
"instance-466","False","['pick-up(c:default)', 'stack(c:default,a:default)', 'unstack(e:default,b:default)', 'put-down(e:default)', 'unstack(b:default,d:default)', 'stack(b:default,c:default)', 'pick-up(d:default)', 'stack(d:default,e:default)', 'unstack(b:default,c:default)', 'stack(b:default,d:default)']","10","['unstack(e:default,b:default)', 'put-down(e:default)']","2","4","5"
"instance-239","False","['unstack(c:default,a:default)', 'stack(c:default,d:default)', 'pick-up(a:default)', 'stack(a:default,b:default)', 'unstack(c:default,d:default)', 'stack(c:default,a:default)', 'pick-up(d:default)', 'stack(d:default,c:default)']","8","['unstack(c:default,a:default)', 'put-down(c:default)']","2","4","5"
"instance-206","True","['pick-up(a:default)', 'stack(a:default,d:default)', 'unstack(b:default,c:default)', 'stack(b:default,a:default)', 'pick-up(c:default)', 'stack(c:default,b:default)']","6","['unstack(b:default,c:default)', 'put-down(b:default)', 'pick-up(a:default)', 'stack(a:default,d:default)', 'pick-up(b:default)', 'stack(b:default,a:default)', 'pick-up(c:default)', 'stack(c:default,b:default)']","8","10","10"
"instance-201","True","['unstack(b:default,a:default)', 'put-down(b:default)', 'pick-up(a:default)', 'stack(a:default,b:default)']","4","['unstack(b:default,a:default)', 'put-down(b:default)', 'pick-up(a:default)', 'stack(a:default,b:default)']","4","5","4"
"instance-457","True","['unstack(d:default,e:default)', 'stack(d:default,a:default)', 'pick-up(b:default)', 'stack(b:default,e:default)', 'unstack(d:default,a:default)', 'stack(d:default,b:default)']","6","['unstack(d:default,e:default)', 'put-down(d:default)', 'pick-up(b:default)', 'stack(b:default,e:default)', 'pick-up(d:default)', 'stack(d:default,b:default)']","6","8","8"
"instance-387","True","['unstack(b:default,c:default)', 'put-down(b:default)', 'unstack(c:default,a:default)', 'put-down(c:default)', 'pick-up(b:default)', 'stack(b:default,a:default)']","6","['unstack(b:default,c:default)', 'put-down(b:default)', 'unstack(c:default,a:default)', 'put-down(c:default)', 'pick-up(b:default)', 'stack(b:default,a:default)']","6","7","6"
"instance-141","True","['unstack(b:default,a:default)', 'put-down(b:default)', 'unstack(d:default,c:default)', 'stack(d:default,b:default)', 'pick-up(c:default)', 'stack(c:default,a:default)', 'unstack(d:default,b:default)', 'stack(d:default,c:default)']","8","['unstack(b:default,a:default)', 'put-down(b:default)', 'unstack(d:default,c:default)', 'put-down(d:default)', 'pick-up(c:default)', 'stack(c:default,a:default)', 'pick-up(d:default)', 'stack(d:default,c:default)']","8","9","8"
"instance-373","False","['unstack(b:default,a:default)', 'put-down(b:default)', 'unstack(a:default,c:default)', 'put-down(a:default)', 'unstack(c:default,d:default)', 'put-down(c:default)', 'pick-up(b:default)', 'stack(b:default,d:default)', 'pick-up(a:default)', 'stack(a:default,b:default)']","10","['unstack(b:default,a:default)', 'put-down(b:default)', 'unstack(a:default,c:default)', 'stack(a:default,b:default)', 'unstack(c:default,d:default)', 'put-down(c:default)']","6","8","10"
"instance-374","True","['unstack(b:default,c:default)', 'put-down(b:default)', 'unstack(d:default,a:default)', 'stack(d:default,b:default)', 'pick-up(c:default)', 'stack(c:default,a:default)', 'unstack(d:default,b:default)', 'stack(d:default,c:default)']","8","['unstack(b:default,c:default)', 'put-down(b:default)', 'unstack(d:default,a:default)', 'put-down(d:default)', 'pick-up(c:default)', 'stack(c:default,a:default)', 'pick-up(d:default)', 'stack(d:default,c:default)']","8","9","8"
"instance-380","False","['unstack(c:default,d:default)', 'put-down(c:default)', 'unstack(d:default,b:default)', 'put-down(d:default)', 'unstack(b:default,a:default)', 'put-down(b:default)', 'pick-up(c:default)', 'stack(c:default,a:default)']","8","['unstack(c:default,d:default)', 'put-down(c:default)']","2","3","3"
"instance-179","False","['unstack(b:default,c:default)', 'put-down(b:default)', 'unstack(c:default,a:default)', 'put-down(c:default)', 'unstack(a:default,d:default)', 'stack(a:default,b:default)', 'pick-up(c:default)', 'stack(c:default,a:default)']","8","['unstack(b:default,c:default)', 'put-down(b:default)']","2","4","5"
"instance-170","True","['pick-up(d:default)', 'stack(d:default,b:default)']","2","['pick-up(d:default)', 'stack(d:default,b:default)']","2","3","2"
"instance-184","True","['unstack(d:default,b:default)', 'put-down(d:default)', 'unstack(a:default,c:default)', 'stack(a:default,b:default)', 'pick-up(c:default)', 'stack(c:default,a:default)']","6","['unstack(d:default,b:default)', 'put-down(d:default)', 'unstack(a:default,c:default)', 'stack(a:default,b:default)', 'pick-up(c:default)', 'stack(c:default,a:default)']","6","7","6"
"instance-389","False","['unstack(a:default,b:default)', 'put-down(a:default)', 'unstack(b:default,c:default)', 'stack(b:default,a:default)', 'pick-up(c:default)', 'stack(c:default,b:default)', 'pick-up(d:default)', 'stack(d:default,c:default)']","8","[]","0","3","4"
"instance-311","True","['unstack(d:default,b:default)', 'stack(d:default,a:default)', 'unstack(b:default,c:default)', 'put-down(b:default)', 'pick-up(c:default)', 'stack(c:default,b:default)', 'unstack(d:default,a:default)', 'stack(d:default,c:default)']","8","['unstack(d:default,b:default)', 'put-down(d:default)', 'unstack(b:default,c:default)', 'put-down(b:default)', 'pick-up(c:default)', 'stack(c:default,b:default)', 'pick-up(d:default)', 'stack(d:default,c:default)']","8","10","11"
"instance-123","True","['unstack(a:default,d:default)', 'stack(a:default,c:default)']","2","['unstack(a:default,d:default)', 'stack(a:default,c:default)']","2","3","2"
"instance-124","True","['pick-up(c:default)', 'stack(c:default,a:default)']","2","['unstack(a:default,b:default)', 'put-down(a:default)', 'pick-up(c:default)', 'stack(c:default,a:default)']","4","5","4"
"instance-112","True","['unstack(a:default,d:default)', 'put-down(a:default)', 'unstack(d:default,c:default)', 'stack(d:default,b:default)', 'pick-up(c:default)', 'stack(c:default,d:default)']","6","['unstack(a:default,d:default)', 'stack(a:default,b:default)', 'unstack(d:default,c:default)', 'put-down(d:default)', 'unstack(a:default,b:default)', 'put-down(a:default)', 'pick-up(d:default)', 'stack(d:default,b:default)', 'pick-up(c:default)', 'stack(c:default,d:default)']","10","11","10"
"instance-327","True","['unstack(c:default,b:default)', 'put-down(c:default)', 'unstack(b:default,a:default)', 'put-down(b:default)', 'pick-up(a:default)', 'stack(a:default,b:default)']","6","['unstack(c:default,b:default)', 'stack(c:default,d:default)', 'unstack(b:default,a:default)', 'put-down(b:default)', 'pick-up(a:default)', 'stack(a:default,b:default)']","6","7","7"
"instance-344","False","['unstack(c:default,a:default)', 'put-down(c:default)', 'unstack(b:default,d:default)', 'stack(b:default,c:default)', 'pick-up(a:default)', 'stack(a:default,d:default)']","6","['unstack(c:default,a:default)', 'stack(c:default,b:default)']","2","4","5"
"instance-182","False","['unstack(d:default,b:default)', 'put-down(d:default)', 'unstack(b:default,a:default)', 'stack(b:default,d:default)', 'unstack(a:default,c:default)', 'put-down(a:default)', 'unstack(b:default,d:default)', 'stack(b:default,c:default)', 'pick-up(a:default)', 'stack(a:default,b:default)', 'pick-up(d:default)', 'stack(d:default,a:default)']","12","['unstack(d:default,b:default)', 'put-down(d:default)', 'unstack(b:default,a:default)', 'put-down(b:default)', 'unstack(a:default,c:default)', 'stack(a:default,b:default)']","6","7","8"
"instance-149","True","['pick-up(b:default)', 'stack(b:default,c:default)']","2","['pick-up(b:default)', 'stack(b:default,c:default)']","2","3","2"
"instance-185","True","['unstack(a:default,c:default)', 'stack(a:default,b:default)', 'pick-up(c:default)', 'stack(c:default,a:default)', 'pick-up(d:default)', 'stack(d:default,c:default)']","6","['unstack(a:default,c:default)', 'stack(a:default,b:default)', 'pick-up(c:default)', 'stack(c:default,a:default)', 'pick-up(d:default)', 'stack(d:default,c:default)']","6","7","6"
"instance-388","True","['unstack(b:default,d:default)', 'put-down(b:default)', 'unstack(d:default,a:default)', 'stack(d:default,c:default)']","4","['unstack(b:default,d:default)', 'put-down(b:default)', 'unstack(d:default,a:default)', 'stack(d:default,c:default)']","4","5","4"
"instance-381","True","['unstack(a:default,d:default)', 'put-down(a:default)', 'pick-up(c:default)', 'stack(c:default,d:default)', 'pick-up(b:default)', 'stack(b:default,c:default)', 'pick-up(a:default)', 'stack(a:default,b:default)']","8","['unstack(a:default,d:default)', 'stack(a:default,b:default)', 'pick-up(c:default)', 'stack(c:default,d:default)', 'unstack(a:default,b:default)', 'put-down(a:default)', 'pick-up(b:default)', 'stack(b:default,c:default)', 'pick-up(a:default)', 'stack(a:default,b:default)']","10","11","13"
"instance-178","False","['unstack(d:default,b:default)', 'put-down(d:default)', 'unstack(b:default,a:default)', 'put-down(b:default)', 'pick-up(a:default)', 'stack(a:default,c:default)', 'pick-up(d:default)', 'stack(d:default,a:default)', 'pick-up(b:default)', 'stack(b:default,d:default)']","10","['unstack(d:default,b:default)', 'put-down(d:default)', 'unstack(b:default,a:default)', 'stack(b:default,d:default)', 'pick-up(a:default)', 'stack(a:default,c:default)']","6","9","11"
"instance-372","True","['unstack(a:default,c:default)', 'put-down(a:default)', 'pick-up(c:default)', 'stack(c:default,b:default)', 'pick-up(a:default)', 'stack(a:default,c:default)']","6","['unstack(b:default,d:default)', 'put-down(b:default)', 'unstack(a:default,c:default)', 'put-down(a:default)', 'pick-up(c:default)', 'stack(c:default,b:default)', 'pick-up(a:default)', 'stack(a:default,c:default)']","8","9","10"
"instance-114","True","['unstack(c:default,d:default)', 'put-down(c:default)', 'unstack(d:default,b:default)', 'stack(d:default,c:default)', 'unstack(b:default,a:default)', 'put-down(b:default)', 'unstack(d:default,c:default)', 'stack(d:default,a:default)', 'pick-up(b:default)', 'stack(b:default,d:default)']","10","['unstack(c:default,d:default)', 'put-down(c:default)', 'unstack(d:default,b:default)', 'put-down(d:default)', 'unstack(b:default,a:default)', 'put-down(b:default)', 'pick-up(d:default)', 'stack(d:default,a:default)', 'pick-up(b:default)', 'stack(b:default,d:default)']","10","12","12"
"instance-326","False","['unstack(a:default,c:default)', 'put-down(a:default)', 'unstack(c:default,b:default)', 'stack(c:default,d:default)', 'pick-up(b:default)', 'stack(b:default,c:default)', 'pick-up(a:default)', 'stack(a:default,b:default)']","8","['unstack(a:default,c:default)', 'put-down(a:default)', 'pick-up(d:default)', 'stack(d:default,c:default)']","4","6","7"
"instance-321","True","['unstack(d:default,a:default)', 'put-down(d:default)', 'pick-up(a:default)', 'stack(a:default,b:default)', 'pick-up(d:default)', 'stack(d:default,a:default)']","6","['unstack(b:default,c:default)', 'put-down(b:default)', 'unstack(d:default,a:default)', 'put-down(d:default)', 'pick-up(a:default)', 'stack(a:default,b:default)', 'pick-up(d:default)', 'stack(d:default,a:default)']","8","10","10"
"instance-328","True","['unstack(a:default,b:default)', 'stack(a:default,c:default)', 'unstack(b:default,d:default)', 'put-down(b:default)', 'unstack(a:default,c:default)', 'stack(a:default,d:default)', 'pick-up(b:default)', 'stack(b:default,a:default)']","8","['unstack(a:default,b:default)', 'put-down(a:default)', 'unstack(b:default,d:default)', 'put-down(b:default)', 'pick-up(a:default)', 'stack(a:default,d:default)', 'pick-up(b:default)', 'stack(b:default,a:default)']","8","9","8"
"instance-317","False","['unstack(b:default,a:default)', 'put-down(b:default)', 'pick-up(a:default)', 'stack(a:default,d:default)', 'pick-up(b:default)', 'stack(b:default,a:default)']","6","['unstack(b:default,a:default)', 'put-down(b:default)', 'unstack(d:default,c:default)', 'stack(d:default,a:default)']","4","5","5"
"instance-192","True","['unstack(d:default,c:default)', 'stack(d:default,a:default)']","2","['unstack(d:default,c:default)', 'stack(d:default,a:default)']","2","3","2"
"instance-354","False","['unstack(a:default,d:default)', 'put-down(a:default)', 'unstack(d:default,c:default)', 'stack(d:default,a:default)', 'unstack(c:default,b:default)', 'put-down(c:default)', 'unstack(d:default,a:default)', 'stack(d:default,c:default)', 'pick-up(b:default)', 'stack(b:default,d:default)', 'pick-up(a:default)', 'stack(a:default,b:default)']","12","['unstack(a:default,d:default)', 'put-down(a:default)']","2","4","5"
"instance-195","True","['unstack(d:default,a:default)', 'put-down(d:default)', 'unstack(a:default,b:default)', 'put-down(a:default)', 'unstack(b:default,c:default)', 'stack(b:default,d:default)', 'pick-up(c:default)', 'stack(c:default,a:default)']","8","['unstack(d:default,a:default)', 'put-down(d:default)', 'unstack(a:default,b:default)', 'put-down(a:default)', 'unstack(b:default,c:default)', 'stack(b:default,d:default)', 'pick-up(c:default)', 'stack(c:default,a:default)']","8","9","8"
"instance-168","False","['unstack(d:default,a:default)', 'put-down(d:default)', 'unstack(a:default,b:default)', 'stack(a:default,d:default)', 'pick-up(c:default)', 'stack(c:default,b:default)', 'unstack(a:default,d:default)', 'stack(a:default,c:default)', 'pick-up(d:default)', 'stack(d:default,a:default)']","10","['unstack(d:default,a:default)', 'put-down(d:default)', 'unstack(a:default,b:default)', 'stack(a:default,c:default)', 'pick-up(d:default)', 'stack(d:default,a:default)']","6","7","8"
